"Timestamp","Temperature_Celsius(°C)","Relative_Humidity(%)","Absolute_Humidity(g/m³)","DPT_Celsius(°C)","VPD(kPa)"
"2026-02-19 3:49:02 PM","19.4","52","8.7","9.3","1.08"
"2026-02-19 3:50:02 PM","19.4","52","8.7","9.3","1.08"
"2026-02-19 3:51:02 PM","19.3","52","8.6","9.2","1.07"
"2026-02-19 3:52:02 PM","19.3","52","8.6","9.2","1.07"
"2026-02-19 3:53:02 PM","19.3","53","8.8","9.5","1.05"
"2026-02-19 3:54:02 PM","19.3","53","8.8","9.5","1.05"
"2026-02-19 3:55:02 PM","19.2","53","8.7","9.4","1.05"
"2026-02-19 3:56:02 PM","19.2","53","8.7","9.4","1.05"
"2026-02-19 3:57:02 PM","19.2","53","8.7","9.4","1.05"
"2026-02-19 3:58:02 PM","19.2","53","8.7","9.4","1.05"
"2026-02-19 3:59:02 PM","19.2","53","8.7","9.4","1.05"
"2026-02-19 4:00:02 PM","19.2","53","8.7","9.4","1.05"
"2026-02-19 4:01:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:02:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:03:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:04:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:05:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:06:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:07:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:08:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:09:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:10:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:11:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:12:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:13:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:14:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:15:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:16:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:17:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:18:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 4:19:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:20:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:21:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:22:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:23:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:24:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:25:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:26:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:27:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:28:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:29:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:30:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:31:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:32:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:33:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:34:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:35:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:36:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:37:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:38:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:39:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:40:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:41:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:42:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:43:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:44:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:45:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:46:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:47:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:48:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 4:49:02 PM","19.0","55","9.0","9.7","0.99"
"2026-02-19 4:50:02 PM","19.0","55","9.0","9.7","0.99"
"2026-02-19 4:51:02 PM","19.0","55","9.0","9.7","0.99"
"2026-02-19 4:52:02 PM","19.0","55","9.0","9.7","0.99"
"2026-02-19 4:53:02 PM","19.0","56","9.1","10.0","0.97"
"2026-02-19 4:54:02 PM","19.0","56","9.1","10.0","0.97"
"2026-02-19 4:55:02 PM","19.0","56","9.1","10.0","0.97"
"2026-02-19 4:56:02 PM","19.0","56","9.1","10.0","0.97"
"2026-02-19 4:57:02 PM","19.0","56","9.1","10.0","0.97"
"2026-02-19 4:58:02 PM","19.0","56","9.1","10.0","0.97"
"2026-02-19 4:59:02 PM","19.0","56","9.1","10.0","0.97"
"2026-02-19 5:00:02 PM","19.0","56","9.1","10.0","0.97"
"2026-02-19 5:01:02 PM","19.0","56","9.1","10.0","0.97"
"2026-02-19 5:02:02 PM","19.0","55","9.0","9.7","0.99"
"2026-02-19 5:03:02 PM","19.0","55","9.0","9.7","0.99"
"2026-02-19 5:04:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 5:05:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 5:06:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 5:07:02 PM","19.1","55","9.0","9.8","0.99"
"2026-02-19 5:08:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 5:09:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 5:10:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 5:11:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 5:12:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 5:13:02 PM","19.1","54","8.8","9.6","1.02"
"2026-02-19 5:14:02 PM","19.2","54","8.9","9.7","1.02"
"2026-02-19 5:15:02 PM","19.2","54","8.9","9.7","1.02"
"2026-02-19 5:16:02 PM","19.2","53","8.7","9.4","1.05"
"2026-02-19 5:17:02 PM","19.2","53","8.7","9.4","1.05"
"2026-02-19 5:18:02 PM","19.2","53","8.7","9.4","1.05"
"2026-02-19 5:19:02 PM","19.2","53","8.7","9.4","1.05"
"2026-02-19 5:20:02 PM","19.3","53","8.8","9.5","1.05"
"2026-02-19 5:21:02 PM","19.3","53","8.8","9.5","1.05"
"2026-02-19 5:22:02 PM","19.3","53","8.8","9.5","1.05"
"2026-02-19 5:23:02 PM","19.3","53","8.8","9.5","1.05"
"2026-02-19 5:24:02 PM","19.3","53","8.8","9.5","1.05"
"2026-02-19 5:25:02 PM","19.3","53","8.8","9.5","1.05"
"2026-02-19 5:26:02 PM","19.3","52","8.6","9.2","1.07"
"2026-02-19 5:27:02 PM","19.3","52","8.6","9.2","1.07"
"2026-02-19 5:28:02 PM","19.3","52","8.6","9.2","1.07"
"2026-02-19 5:29:02 PM","19.3","52","8.6","9.2","1.07"
"2026-02-19 5:30:02 PM","19.3","51","8.5","8.9","1.10"
"2026-02-19 5:31:02 PM","19.3","51","8.5","8.9","1.10"
"2026-02-19 5:32:02 PM","19.3","51","8.5","8.9","1.10"
"2026-02-19 5:33:02 PM","19.3","51","8.5","8.9","1.10"
"2026-02-19 5:34:02 PM","19.3","51","8.5","8.9","1.10"
"2026-02-19 5:35:02 PM","19.3","51","8.5","8.9","1.10"
"2026-02-19 5:36:02 PM","19.3","51","8.5","8.9","1.10"
"2026-02-19 5:37:02 PM","19.3","51","8.5","8.9","1.10"
"2026-02-19 5:38:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 5:39:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 5:40:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 5:41:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 5:42:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 5:43:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 5:44:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 5:45:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 5:46:02 PM","19.3","51","8.5","8.9","1.10"
"2026-02-19 5:47:02 PM","19.3","52","8.6","9.2","1.07"
"2026-02-19 5:48:02 PM","19.3","52","8.6","9.2","1.07"
"2026-02-19 5:49:02 PM","19.2","52","8.6","9.1","1.07"
"2026-02-19 5:50:02 PM","19.2","52","8.6","9.1","1.07"
"2026-02-19 5:51:02 PM","19.2","52","8.6","9.1","1.07"
"2026-02-19 5:52:02 PM","19.2","52","8.6","9.1","1.07"
"2026-02-19 5:53:02 PM","19.2","52","8.6","9.1","1.07"
"2026-02-19 5:54:02 PM","19.2","51","8.4","8.8","1.09"
"2026-02-19 5:55:02 PM","19.2","51","8.4","8.8","1.09"
"2026-02-19 5:56:02 PM","19.2","51","8.4","8.8","1.09"
"2026-02-19 5:57:02 PM","19.2","51","8.4","8.8","1.09"
"2026-02-19 5:58:02 PM","19.2","51","8.4","8.8","1.09"
"2026-02-19 5:59:02 PM","19.2","51","8.4","8.8","1.09"
"2026-02-19 6:00:02 PM","19.3","51","8.5","8.9","1.10"
"2026-02-19 6:01:02 PM","19.3","51","8.5","8.9","1.10"
"2026-02-19 6:02:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 6:03:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 6:04:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 6:05:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 6:06:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 6:07:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 6:08:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 6:09:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 6:10:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 6:11:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 6:12:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 6:13:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 6:14:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 6:15:02 PM","19.3","50","8.3","8.6","1.12"
"2026-02-19 6:16:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:17:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:18:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:19:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:20:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:21:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:22:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:23:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:24:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:25:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:26:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:27:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:28:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:29:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:30:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:31:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:32:02 PM","19.3","49","8.1","8.3","1.14"
"2026-02-19 6:33:02 PM","19.2","49","8.1","8.2","1.13"
"2026-02-19 6:34:02 PM","19.2","49","8.1","8.2","1.13"
"2026-02-19 6:35:02 PM","19.2","49","8.1","8.2","1.13"
"2026-02-19 6:36:02 PM","19.2","49","8.1","8.2","1.13"
"2026-02-19 6:37:02 PM","19.1","50","8.2","8.4","1.11"
"2026-02-19 6:38:02 PM","19.1","50","8.2","8.4","1.11"
"2026-02-19 6:39:02 PM","19.1","50","8.2","8.4","1.11"
"2026-02-19 6:40:02 PM","19.1","50","8.2","8.4","1.11"
"2026-02-19 6:41:02 PM","19.1","50","8.2","8.4","1.11"
"2026-02-19 6:42:02 PM","19.1","50","8.2","8.4","1.11"
"2026-02-19 6:43:02 PM","19.1","50","8.2","8.4","1.11"
"2026-02-19 6:44:02 PM","19.1","50","8.2","8.4","1.11"
"2026-02-19 6:45:02 PM","19.1","50","8.2","8.4","1.11"
"2026-02-19 6:46:02 PM","19.1","50","8.2","8.4","1.11"
"2026-02-19 6:47:02 PM","19.0","50","8.2","8.3","1.10"
"2026-02-19 6:48:02 PM","19.0","50","8.2","8.3","1.10"
"2026-02-19 6:49:02 PM","19.0","51","8.3","8.6","1.08"
"2026-02-19 6:50:02 PM","19.0","51","8.3","8.6","1.08"
"2026-02-19 6:51:02 PM","19.0","51","8.3","8.6","1.08"
"2026-02-19 6:52:02 PM","19.0","51","8.3","8.6","1.08"
"2026-02-19 6:53:02 PM","19.0","51","8.3","8.6","1.08"
"2026-02-19 6:54:02 PM","19.0","51","8.3","8.6","1.08"
"2026-02-19 6:55:02 PM","19.0","51","8.3","8.6","1.08"
"2026-02-19 6:56:02 PM","19.0","51","8.3","8.6","1.08"
"2026-02-19 6:57:02 PM","19.0","52","8.5","8.9","1.05"
"2026-02-19 6:58:02 PM","19.0","52","8.5","8.9","1.05"
"2026-02-19 6:59:02 PM","19.0","52","8.5","8.9","1.05"
"2026-02-19 7:00:02 PM","19.0","52","8.5","8.9","1.05"
"2026-02-19 7:01:02 PM","19.0","52","8.5","8.9","1.05"
"2026-02-19 7:02:02 PM","19.0","52","8.5","8.9","1.05"
"2026-02-19 7:03:02 PM","19.0","52","8.5","8.9","1.05"
"2026-02-19 7:04:02 PM","19.0","52","8.5","8.9","1.05"
"2026-02-19 7:05:02 PM","19.0","52","8.5","8.9","1.05"
"2026-02-19 7:06:02 PM","19.0","52","8.5","8.9","1.05"
"2026-02-19 7:07:02 PM","19.0","52","8.5","8.9","1.05"
"2026-02-19 7:08:02 PM","19.0","52","8.5","8.9","1.05"
"2026-02-19 7:09:02 PM","19.0","52","8.5","8.9","1.05"
"2026-02-19 7:10:02 PM","19.0","52","8.5","8.9","1.05"
"2026-02-19 7:11:02 PM","19.0","53","8.6","9.2","1.03"
"2026-02-19 7:12:02 PM","19.0","53","8.6","9.2","1.03"
"2026-02-19 7:13:02 PM","19.0","53","8.6","9.2","1.03"
"2026-02-19 7:14:02 PM","19.0","53","8.6","9.2","1.03"
"2026-02-19 7:15:02 PM","18.9","53","8.6","9.1","1.03"
"2026-02-19 7:16:02 PM","18.9","53","8.6","9.1","1.03"
"2026-02-19 7:17:02 PM","18.9","53","8.6","9.1","1.03"
"2026-02-19 7:18:02 PM","18.9","53","8.6","9.1","1.03"
"2026-02-19 7:19:02 PM","18.9","53","8.6","9.1","1.03"
"2026-02-19 7:20:02 PM","18.9","53","8.6","9.1","1.03"
"2026-02-19 7:21:02 PM","18.9","53","8.6","9.1","1.03"
"2026-02-19 7:22:02 PM","18.9","53","8.6","9.1","1.03"
"2026-02-19 7:23:02 PM","18.9","53","8.6","9.1","1.03"
"2026-02-19 7:24:02 PM","18.9","53","8.6","9.1","1.03"
"2026-02-19 7:25:02 PM","18.9","53","8.6","9.1","1.03"
"2026-02-19 7:26:02 PM","18.9","53","8.6","9.1","1.03"
"2026-02-19 7:27:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:28:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:29:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:30:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:31:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:32:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:33:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:34:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:35:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:36:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:37:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:38:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:39:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:40:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:41:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:42:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:43:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:44:02 PM","18.9","54","8.8","9.4","1.00"
"2026-02-19 7:45:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 7:46:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 7:47:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 7:48:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 7:49:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 7:50:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 7:51:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 7:52:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 7:53:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 7:54:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 7:55:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 7:56:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 7:57:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 7:58:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 7:59:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 8:00:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 8:01:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 8:02:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 8:03:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 8:04:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 8:05:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 8:06:02 PM","18.9","55","8.9","9.7","0.98"
"2026-02-19 8:07:02 PM","18.8","56","9.0","9.8","0.95"
"2026-02-19 8:08:02 PM","18.8","56","9.0","9.8","0.95"
"2026-02-19 8:09:02 PM","18.8","56","9.0","9.8","0.95"
"2026-02-19 8:10:02 PM","18.8","56","9.0","9.8","0.95"
"2026-02-19 8:11:02 PM","18.8","56","9.0","9.8","0.95"
"2026-02-19 8:12:02 PM","18.8","56","9.0","9.8","0.95"
"2026-02-19 8:13:02 PM","18.8","56","9.0","9.8","0.95"
"2026-02-19 8:14:02 PM","18.8","56","9.0","9.8","0.95"
"2026-02-19 8:15:02 PM","18.8","56","9.0","9.8","0.95"
"2026-02-19 8:16:02 PM","18.8","56","9.0","9.8","0.95"
"2026-02-19 8:17:02 PM","18.8","56","9.0","9.8","0.95"
"2026-02-19 8:18:02 PM","18.8","56","9.0","9.8","0.95"
"2026-02-19 8:19:02 PM","18.8","56","9.0","9.8","0.95"
"2026-02-19 8:20:02 PM","18.8","56","9.0","9.8","0.95"
"2026-02-19 8:21:02 PM","18.8","57","9.2","10.1","0.93"
"2026-02-19 8:22:02 PM","18.8","57","9.2","10.1","0.93"
"2026-02-19 8:23:02 PM","18.8","57","9.2","10.1","0.93"
"2026-02-19 8:24:02 PM","18.8","57","9.2","10.1","0.93"
"2026-02-19 8:25:02 PM","18.8","57","9.2","10.1","0.93"
"2026-02-19 8:26:02 PM","18.8","57","9.2","10.1","0.93"
"2026-02-19 8:27:02 PM","18.8","57","9.2","10.1","0.93"
"2026-02-19 8:28:02 PM","18.8","57","9.2","10.1","0.93"
"2026-02-19 8:29:02 PM","18.8","57","9.2","10.1","0.93"
"2026-02-19 8:30:02 PM","18.8","57","9.2","10.1","0.93"
"2026-02-19 8:31:02 PM","18.8","57","9.2","10.1","0.93"
"2026-02-19 8:32:02 PM","18.8","56","9.0","9.8","0.95"
"2026-02-19 8:33:02 PM","18.7","56","9.0","9.7","0.95"
"2026-02-19 8:34:02 PM","18.7","56","9.0","9.7","0.95"
"2026-02-19 8:35:02 PM","18.7","56","9.0","9.7","0.95"
"2026-02-19 8:36:02 PM","18.7","56","9.0","9.7","0.95"
"2026-02-19 8:37:02 PM","18.7","56","9.0","9.7","0.95"
"2026-02-19 8:38:02 PM","18.7","56","9.0","9.7","0.95"
"2026-02-19 8:39:02 PM","18.7","56","9.0","9.7","0.95"
"2026-02-19 8:40:02 PM","18.7","56","9.0","9.7","0.95"
"2026-02-19 8:41:02 PM","18.7","56","9.0","9.7","0.95"
"2026-02-19 8:42:02 PM","18.7","56","9.0","9.7","0.95"
"2026-02-19 8:43:02 PM","18.6","56","8.9","9.6","0.94"
"2026-02-19 8:44:02 PM","18.6","56","8.9","9.6","0.94"
"2026-02-19 8:45:02 PM","18.6","56","8.9","9.6","0.94"
"2026-02-19 8:46:02 PM","18.6","56","8.9","9.6","0.94"
"2026-02-19 8:47:02 PM","18.6","56","8.9","9.6","0.94"
"2026-02-19 8:48:02 PM","18.6","56","8.9","9.6","0.94"
"2026-02-19 8:49:02 PM","18.6","56","8.9","9.6","0.94"
"2026-02-19 8:50:02 PM","18.6","56","8.9","9.6","0.94"
"2026-02-19 8:51:02 PM","18.6","56","8.9","9.6","0.94"
"2026-02-19 8:52:02 PM","18.6","56","8.9","9.6","0.94"
"2026-02-19 8:53:02 PM","18.6","56","8.9","9.6","0.94"
"2026-02-19 8:54:02 PM","18.6","56","8.9","9.6","0.94"
"2026-02-19 8:55:02 PM","18.5","56","8.9","9.6","0.94"
"2026-02-19 8:56:02 PM","18.5","56","8.9","9.6","0.94"
"2026-02-19 8:57:02 PM","18.5","56","8.9","9.6","0.94"
"2026-02-19 8:58:02 PM","18.5","56","8.9","9.6","0.94"
"2026-02-19 8:59:02 PM","18.5","56","8.9","9.6","0.94"
"2026-02-19 9:00:02 PM","18.5","56","8.9","9.6","0.94"
"2026-02-19 9:01:02 PM","18.5","56","8.9","9.6","0.94"
"2026-02-19 9:02:02 PM","18.5","56","8.9","9.6","0.94"
"2026-02-19 9:03:02 PM","18.5","56","8.9","9.6","0.94"
"2026-02-19 9:04:02 PM","18.5","56","8.9","9.6","0.94"
"2026-02-19 9:05:02 PM","18.5","56","8.9","9.6","0.94"
"2026-02-19 9:06:02 PM","18.5","56","8.9","9.6","0.94"
"2026-02-19 9:07:02 PM","18.5","56","8.9","9.6","0.94"
"2026-02-19 9:08:02 PM","18.5","56","8.9","9.6","0.94"
"2026-02-19 9:09:02 PM","18.4","56","8.8","9.5","0.93"
"2026-02-19 9:10:02 PM","18.4","56","8.8","9.5","0.93"
"2026-02-19 9:11:02 PM","18.4","56","8.8","9.5","0.93"
"2026-02-19 9:12:02 PM","18.4","56","8.8","9.5","0.93"
"2026-02-19 9:13:02 PM","18.4","56","8.8","9.5","0.93"
"2026-02-19 9:14:02 PM","18.4","56","8.8","9.5","0.93"
"2026-02-19 9:15:02 PM","18.4","56","8.8","9.5","0.93"
"2026-02-19 9:16:02 PM","18.4","56","8.8","9.5","0.93"
"2026-02-19 9:17:02 PM","18.4","56","8.8","9.5","0.93"
"2026-02-19 9:18:02 PM","18.4","56","8.8","9.5","0.93"
"2026-02-19 9:19:02 PM","18.4","56","8.8","9.5","0.93"
"2026-02-19 9:20:02 PM","18.4","56","8.8","9.5","0.93"
"2026-02-19 9:21:02 PM","18.4","56","8.8","9.5","0.93"
"2026-02-19 9:22:02 PM","18.4","56","8.8","9.5","0.93"
"2026-02-19 9:23:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:24:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:25:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:26:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:27:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:28:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:29:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:30:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:31:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:32:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:33:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:34:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:35:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:36:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:37:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:38:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:39:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:40:02 PM","18.3","56","8.8","9.4","0.93"
"2026-02-19 9:41:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:42:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:43:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:44:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:45:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:46:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:47:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:48:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:49:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:50:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:51:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:52:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:53:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:54:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:55:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:56:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:57:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:58:02 PM","18.2","56","8.7","9.3","0.92"
"2026-02-19 9:59:02 PM","18.1","56","8.7","9.2","0.91"
"2026-02-19 10:00:02 PM","18.1","56","8.7","9.2","0.91"
"2026-02-19 10:01:02 PM","18.1","56","8.7","9.2","0.91"
"2026-02-19 10:02:02 PM","18.1","56","8.7","9.2","0.91"
"2026-02-19 10:03:02 PM","18.1","56","8.7","9.2","0.91"
"2026-02-19 10:04:02 PM","18.1","56","8.7","9.2","0.91"
"2026-02-19 10:05:02 PM","18.1","57","8.8","9.4","0.89"
"2026-02-19 10:06:02 PM","18.1","57","8.8","9.4","0.89"
"2026-02-19 10:07:02 PM","18.1","57","8.8","9.4","0.89"
"2026-02-19 10:08:02 PM","18.1","57","8.8","9.4","0.89"
"2026-02-19 10:09:02 PM","18.1","57","8.8","9.4","0.89"
"2026-02-19 10:10:02 PM","18.1","57","8.8","9.4","0.89"
"2026-02-19 10:11:02 PM","18.1","57","8.8","9.4","0.89"
"2026-02-19 10:12:02 PM","18.1","57","8.8","9.4","0.89"
"2026-02-19 10:13:02 PM","18.1","57","8.8","9.4","0.89"
"2026-02-19 10:14:02 PM","18.1","57","8.8","9.4","0.89"
